comment,date
"Le pire hotel que j'ai vu de ma vie. Mal entretenu à l'extérieur et à l'intérieur. Les chambres humides, sans eau chaude, mal éclairée. La salle de bain avec une odeur horrible. J'ai meme été ménacé par un membre du personnel car j'ai refusé de lui donner de l'argent avec la seule raison que il en avais besoin. Jamais de la vie je retourne dans cet endroit et je vous conseille de ne pas y mettre le pied. La seule chose bien est la localisation géografique, au pied du Volcan Cameroun, avec le sable noir, un vrais angle de paradis.", septembre 2014
"Hôtel africain avec la plage la plus belle de Limbe et son typique sable couleur café. Chambre simple et wifi, salle d'eau eau chaude petit déjeuné simple compris dans le prix, restauration assez bonne mais les boissons chères, la plage est superbe car tous les Camerounais se retrouve tous les week end sur cette plage payante.....un bon moment de détente", mars 2015
"J'étais il y a seulement deux jours pour affaires. Le plus gros défaut est le personnel est épouvantable et grossier, aucun sourire à tous ! Chambres mauvaises, tout est très vieux. La nourriture est correcte, rien de spécial mais correct, self-service pour le petit déjeuner, le déjeuner et le dîner. La piscine était propre et correct, température plus adapté pour la baignade. J'ai eu le wifi dans ma chambre, signal et vitesse sont corrects.", mars 2013
"Si tout ce que vous cherchez dans un hôtel est un lit moyen de confort, pas de service en chambre, téléphone, salles ne marche pas cassé et pas très propres, et il n'y a pas internet dans votre chambre, alors c'est l'endroit pour vous. Et il n'est même pas bon marché. Et l'enregistrement est extrêmement lent + ils vous demandent d'une avance de trésorerie lors de votre arrivée.  Assurez-vous de prendre votre propre introuvables comme l'attirail shampoing et autres mis à disposition à l'hôtel est assez abrasive. Le petit déjeuner est en dessous de la moyenne même pour un hôtel central africain. Dans l'ensemble, il ne vaut pas la peine, y séjourner que si vous n'avez pas. La seule chose positive est la vue sur le bord de mer, si vous l'avez.", mars 2013
"J'ai été dans cet hôtel pour les 2 derniers jours comme un organisateur de conférence. Il y a tout ce que vous pouvez attendre d'un grand hôtel, mais la décoration semble un peu fatigué et a besoin de rafraîchissement. Le personnel était serviable et la nourriture était tout à fait acceptable. Si vous voyagez en Afrique il serait considéré acceptables et moyen, mais rien de spécial ou luxueux.", février 2013
"Je suis allé deux fois à caves Sawa lors d'un voyage d'affaires. L'intérieur de l'hôtel est assez vieux et ont besoin d'un rafraîchissement. Le personnel est très sympathique, surtout si vous parlez français. Il y a une grande piscine et la nourriture peut être servi à l'extérieur près de la piscine 24/7. Je n'ai pas aimé qu'ils semblent avoir des prix aléatoire dans le bar ... Dans l'ensemble, j'ai peut classé samwhere près de bon.", février 2012
j’ai passé un agréable séjour avec des amis dans cet hôtel. Le service est tres bien et le personnel était très professionnel en particulier le monsieur  Prénommé Yvan qui a été très agréable avec nous., février 2019
"La différence est plus perceptible lorsque on s'y rend vraiment . Le service est de très bonne qualité. Le personnel suffisamment professionnel et aimable, plus précisément Sylvanie Laure que je remercie particulièrement pour sa disponibilité et sa bonne humeur. J'ai hâte d'y revenir dans votre ville et surtout dans votre hôtel.", février 2019
"Notre sejour à l'hôtel fut agréable; nous avons beaucoup aimé les services proposés,  avons été agréablement surpris par le personnel qui a bien repondu à nos attentes, surtout Sylvanie pour sa disponibilité.", janvier 2019
Bon vivre au bord de la piscine et pret du wouri.  tres propre le personnel toujour attentif et le service rapide et je reviendrai avec mon groupe le repas naturel avec ces fruits de mer  les legumes et fruit , février 2019
"point de détente dans l'estuaire du CAMEROUN,partie administrative de la capitale économique,personnel accueillant chaleureux et excellent service aux saveurs tropicales;de quoi vous faire faire le tour du pays", février 2019
Je viens de passer 3 semaines au Meridien Douala n'arrivait pas vraiment à redire ... après quelques jours bar savait ce dont j'avais besoin après une journée heavey et les repas étaient délicieux et un bon prix ... mais au prix de chambres Internet devrait être gratuit ... je suis seulement pour 3 semaines et mon seul contact avec la maison via Internet va me coûter £200 pour un mois ... je rechignez à payer plus pour 24 heures quand je suis au travail 12 et dormir 8 .. ne prennent beaucoup travaillant !! Donnent sur une part juste bien fait juste que je voulais qu'il est trop, novembre 2011
"Nous sommes restés au Méridien pour une nuit, c'est un bon hôtel propre et de l'internet haut débit était suffisant, le personnel était serviable et sympathique. Je ne suis pas allé à l'Akwa et on ne peut pas comparer la 2. Ma chambre était propre et je n'ai eu aucun problème.", mai 2011
"C'était peut-être le meilleur hôtel de la ville... Un dit que plus sur les autres hôtels que celui-ci... Personnellement, je pense que l'hôtel est un peu datée. Il n'aurait pu l'être un hôtel incroyable 20 ans, mais par rapport Actuelle c'est pas… ascenseurs ne fonctionnait pas correctement, les chambres sont soit trop chaud tantôt trop froid et sans la moindre bien des aspects correctes pour aller à changer cela, 30 minutes pour gérer votre chambre, cocktails, avons certainement pas ivres ont été ajoutées au note à la fin et ""filles qui travaillent"" à la piscine...  Cet hôtel est un hôtel moyen dans aucun hôtel. mais ici je suis allé dit que c'était la meilleure option... J'espère que vous n'avez pas besoin de séjourner trop de temps à Douala...", avril 2011
"Je suis fan du Méridien cette chaîne d'hôtels. Récent bons séjours dans leur hôtel de Varsovie, Budapest et Kuala Lumpur ont été fantastiques ! Malheureusement, Douala est Meridien n'a pas été à la hauteur de ces attentes. J'étais dans un ancien ""non"". J'imagine que l'on pourrait appeler cela « rétro"", mais dans l'ensemble, c'est le moisi, avec l'eau dégouline aussi par les bords du plafond les carreaux. La propreté était irréprochable, avait des cheveux dans les draps. Le check-out s'est également plus longtemps qu'on peut s'y attendre et leurs taux de change est très médiocre. D'un autre côté, il y a une belle piscine extérieure restaurant près de la piscine qui servaient une cuisine convenable et de sécurité à chaque étage était très sûr. Je suis également dit qu'ils sont en", janvier 2008
"Nous avons séjourné dans cet hôtel pendant environ une semaine comme mon mari a dû mon travail en cameroun. Nous étions là avec mes deux enfants et nous avons passé un très bon oasis en plein cœur de chaotique, agglomération urbaine. Le camerounaises semblent un peu diffident et un peu inquiet de nouveaux arrivants ou étrangers, mais après ils nous connaissaient et nous avons été sympa et chaleureux, ils ont répondu gentil. A la fin de la semaine à l'hôtel, nous avons devient même liés à une des employés de la qui nous ont accueillis chaleureusement chaque jour. Les chambres étaient très propres et confortables, il y a un café internet ouverte pendant quasiment toute la journée et une très belle piscine. Nous avons vraiment beaucoup apprécié le restaurant au bord de la piscine", décembre 2006
séjour très agréable. Personnel très  disponible et très professionnel. Toujours a votre disposition.Je  le recommande à ceux qui aimeraient découvrir Douala dans son quartier administratif et chic de Bonanjo., avril 2019
"Jai vu les avis sur internet malgré cela, j'ai vécu une expérience différente.  Personnel Dynamique, bâtiment propre malgré son age et environnement égréable et sécurisant dans le quartier chic de Bonajo à Douala. Merci à la direction commercial et à tout le personnel pour tout l'accueil et la chaleur. On est chez soi.  Je recommande à tous les voyageurs internationaux.", avril 2019
"Auparavant on s'y sentais très à l'aise, mais aujourd'hui on a l'impression que rien n'est fait dans le sens de l'évolution d'où l'accueil de plus en plus désinvolte. J'espère que tout sera mis en œuvre pour que cet établissement retrouve sa notoriété d'antan, sinon ça ne vaudra plus la peine... ", février 2019
Comment ce fait il q'un hôtel dans lequel il y de la moisissure noire dans la salle de bain puisse être ouvert du point de vue sanitaire? En plus c'est un Pullman ce qui est surprenant. Le personnel est très sympathique ce qui améliore le séjour., avril 2019
Les installations sont trop vieilles. Il faudrait vraiment faire des travaux C'est inimaginable de payer cet hôtel dans cet état. Je réserve une chambre pour 2 avec petit déjeuné compris. On me dit que le petit déjeuné est pour une personne. C'est grave., mars 2019
"Vraiment, la qualité du personnel ne laisse pas indifférent. Nous partagions un repas entre amis au bord de la c'était excellent, et les serveurs étaient très très attentifs. Nous reviendrons sûrement,", janvier 2019
"Cadre très conviviale du fait de la qualité d’accueil, du niveau sécuritaire très rassurant, la qualité du repas, personnels très sympathiques et très accueillants, une très confortable et toujours disponible.", novembre 2018
Je vous recommande Solange une stagiaire qui est a la réception très professionnelle et d'une extrême gentillesse J'ai vraiment apprécié cette personne qui ma donné de bons conseils Dans l'ensemble l'hôtel est agréable  Merci Solange, janvier 2019
"Le séminaire s'est bien passé.   Hôtel dans les normes sans plus mais personnel excellent ! Je vous conseille fortement de prendre contact avec M. Augustin, un professionnel hors paire.  La piscine est très agréable.", janvier 2019
Tres déçu lors de mon séjour .  Hôtel vétuste matériel meubles literie salle de bain : tout est à revoir . Climatisation encore pire .  Petit déjeuner pauvre et de basse qualité .  Pas du tout la qualité PULLMAN ! Doit revoir sa copie . Chambre côté ville c’est l’horreur avec les bruits de voiture très tôt le matin à éviter .  Pourtant le personnel aimable et essaie de faire avec .  , janvier 2019
